code,date,profit,income,net profit margine,asset turn over,equity multiplier,ROE
600090,1995/12/31,8.2088 ,77.1294 ,0.1064 ,0.7700 ,1.6444 ,0.1347 
600132,2017/12/31,326.1223 ,3175.5195 ,0.1027 ,0.9242 ,2.8543 ,0.2709 
600132,2016/12/31,139.9412 ,3195.9215 ,0.0438 ,0.9019 ,2.8792 ,0.1137 
600132,2015/12/31,-153.5520 ,3323.7453 ,-0.0462 ,0.8694 ,2.8983 ,-0.1164 
600132,2014/12/31,-31.5022 ,3168.6054 ,-0.0099 ,0.7669 ,2.5671 ,-0.0196 
600132,2013/12/31,101.6763 ,3386.8474 ,0.0300 ,0.7529 ,2.4621 ,0.0557 
600132,2012/12/31,123.1831 ,3149.2688 ,0.0391 ,0.7642 ,2.4719 ,0.0739 
600132,2011/12/31,152.2359 ,2694.9450 ,0.0565 ,0.7552 ,2.3977 ,0.1023 
600132,2010/12/31,356.7284 ,2375.2907 ,0.1502 ,0.6938 ,2.4549 ,0.2558 
600132,2009/12/31,189.9716 ,2260.3763 ,0.0840 ,0.7043 ,2.6523 ,0.1570 
600132,2008/12/31,165.9914 ,2121.2246 ,0.0783 ,0.7665 ,2.6234 ,0.1574 
600132,2007/12/31,165.5466 ,1958.0872 ,0.0845 ,0.8784 ,2.3798 ,0.1767 
600132,2006/12/31,154.0985 ,1829.5529 ,0.0842 ,0.9110 ,2.4437 ,0.1875 
600132,2005/12/31,79.9393 ,1502.5284 ,0.0532 ,0.7778 ,2.5887 ,0.1071 
600132,2004/12/31,66.0442 ,1263.2350 ,0.0523 ,0.6834 ,2.5213 ,0.0901 
600132,2003/12/31,57.7530 ,948.5067 ,0.0609 ,0.5897 ,2.2812 ,0.0819 
600132,2002/12/31,44.8172 ,782.9251 ,0.0572 ,0.6037 ,1.9749 ,0.0682 
600132,2001/12/31,32.9158 ,472.1609 ,0.0697 ,0.3922 ,1.9215 ,0.0525 
600132,2000/12/31,40.4140 ,338.6667 ,0.1193 ,0.3181 ,1.6971 ,0.0644 
600132,1999/12/31,41.2863 ,305.8579 ,0.1350 ,0.3612 ,1.4412 ,0.0703 
600132,1998/12/31,64.3896 ,294.3295 ,0.2188 ,0.4188 ,1.3677 ,0.1253 
600132,1997/12/31,52.7692 ,226.1515 ,0.2333 ,0.4144 ,1.5336 ,0.1483 
600132,1996/12/31,49.0608 ,222.0284 ,0.2210 ,0.5198 ,2.0104 ,0.2309 
600132,1995/12/31,43.9374 ,190.2681 ,0.2309 ,0.4553 ,3.0570 ,0.3214 
600197,2017/12/31,356.8590 ,1918.8127 ,0.1860 ,0.6634 ,1.3870 ,0.1711 
600197,2016/12/31,277.3871 ,1692.9452 ,0.1638 ,0.6562 ,1.3692 ,0.1472 
600197,2015/12/31,282.2856 ,1637.5343 ,0.1724 ,0.6891 ,1.3628 ,0.1619 
600197,2014/12/31,268.8161 ,1628.2934 ,0.1651 ,0.7066 ,1.4672 ,0.1712 
600197,2013/12/31,265.2821 ,1753.0726 ,0.1513 ,0.6911 ,1.7946 ,0.1877 
600197,2012/12/31,227.6787 ,1762.2917 ,0.1292 ,0.6983 ,1.9865 ,0.1792 
600197,2011/12/31,206.0816 ,1234.8430 ,0.1669 ,0.6041 ,1.7880 ,0.1803 
600197,2010/12/31,133.2060 ,1085.1290 ,0.1228 ,0.6404 ,1.6041 ,0.1261 
600197,2009/12/31,106.7173 ,870.8804 ,0.1225 ,0.5947 ,1.4431 ,0.1052 
600197,2008/12/31,123.4410 ,730.8954 ,0.1689 ,0.5681 ,1.3452 ,0.1291 
600197,2007/12/31,108.3697 ,638.4918 ,0.1697 ,0.5573 ,1.2894 ,0.1220 
600197,2006/12/31,97.4466 ,484.7902 ,0.2010 ,0.4649 ,1.2692 ,0.1186 
600197,2005/12/31,-21.6605 ,431.4373 ,-0.0502 ,0.4104 ,1.2843 ,-0.0265 
600197,2004/12/31,84.4735 ,332.4126 ,0.2541 ,0.2920 ,1.3243 ,0.0983 
600197,2003/12/31,79.1167 ,379.4990 ,0.2085 ,0.3442 ,1.3120 ,0.0941 
600197,2002/12/31,79.1793 ,366.9751 ,0.2158 ,0.3729 ,1.2582 ,0.1012 
600197,2001/12/31,76.7744 ,351.5586 ,0.2184 ,0.3690 ,1.2990 ,0.1047 
600197,2000/12/31,80.8300 ,353.2127 ,0.2288 ,0.3663 ,1.3868 ,0.1162 
600197,1999/12/31,66.9911 ,422.6788 ,0.1585 ,0.6066 ,1.6107 ,0.1549 
600197,1998/12/31,75.1495 ,402.4579 ,0.1867 ,1.0400 ,2.3155 ,0.4497 
600197,1997/12/31,65.8448 ,330.4486 ,0.1993 ,1.0296 ,2.6883 ,0.5515 
600199,2017/12/31,9.1611 ,1290.1543 ,0.0071 ,0.4028 ,1.4244 ,0.0041 
600199,2016/12/31,17.5374 ,1435.7397 ,0.0122 ,0.4363 ,1.4661 ,0.0078 
600199,2015/12/31,52.3540 ,1727.5995 ,0.0303 ,0.5291 ,1.4629 ,0.0235 
600199,2014/12/31,88.5732 ,2075.0346 ,0.0427 ,0.6484 ,1.4566 ,0.0403 
600199,2013/12/31,133.6186 ,2080.6190 ,0.0642 ,0.6762 ,1.4040 ,0.0610 
600199,2012/12/31,561.5284 ,2294.4367 ,0.2447 ,0.8630 ,1.3466 ,0.2844 
600199,2011/12/31,365.8076 ,1764.5629 ,0.2073 ,0.8278 ,1.3714 ,0.2353 
600199,2010/12/31,169.0106 ,1379.9292 ,0.1225 ,0.9011 ,1.5126 ,0.1669 
600199,2009/12/31,71.4636 ,1045.6319 ,0.0683 ,1.0798 ,1.5655 ,0.1155 
600199,2008/12/31,24.2850 ,661.7035 ,0.0367 ,0.8488 ,1.3728 ,0.0428 
600199,2007/12/31,26.4835 ,787.6234 ,0.0336 ,1.0001 ,1.4547 ,0.0489 
600199,2006/12/31,20.1511 ,769.1075 ,0.0262 ,0.8307 ,1.5613 ,0.0340 
600199,2005/12/31,6.0126 ,765.3266 ,0.0079 ,0.6460 ,1.8193 ,0.0092 
600199,2004/12/31,-186.6098 ,421.4869 ,-0.4427 ,0.3025 ,1.8884 ,-0.2529 
600199,2003/12/31,-153.1127 ,374.9678 ,-0.4083 ,0.2441 ,1.6897 ,-0.1684 
600199,2002/12/31,18.0572 ,413.8812 ,0.0436 ,0.2667 ,1.5897 ,0.0185 
600199,2001/12/31,35.0103 ,512.3979 ,0.0683 ,0.3699 ,1.7004 ,0.0430 
600199,2000/12/31,61.2367 ,595.7890 ,0.1028 ,0.4745 ,1.8750 ,0.0914 
600199,1999/12/31,94.8228 ,698.9405 ,0.1357 ,0.6238 ,1.7432 ,0.1475 
600199,1998/12/31,62.6953 ,549.0015 ,0.1142 ,0.7098 ,1.9809 ,0.1606 
600199,1997/12/31,53.7069 ,618.9519 ,0.0868 ,1.3195 ,3.1429 ,0.3598 
600199,1996/12/31,48.4275 ,550.6137 ,0.0880 ,1.7996 ,3.2114 ,0.5083 
600238,2017/12/31,-106.1694 ,1142.9504 ,-0.0929 ,0.6229 ,2.2604 ,-0.1308 
600238,2016/12/31,-35.5314 ,846.2501 ,-0.0420 ,0.5509 ,1.7406 ,-0.0403 
600238,2015/12/31,13.2799 ,438.6023 ,0.0303 ,0.3192 ,1.5372 ,0.0149 
600238,2014/12/31,42.4110 ,491.5574 ,0.0863 ,0.3461 ,1.5984 ,0.0477 
600238,2013/12/31,134.5477 ,910.5500 ,0.1478 ,0.5888 ,1.8302 ,0.1592 
